"#","Registration No / Notification No","Product Name","Holder"
"647","MAL19036072T","Fwu Tuh Dan Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"648","MAL18126038T","Puu Jih Shiau Dwu Yiin Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"649","MAL19016028T","Pih Shieh Fuen Ching Yin Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"650","MAL19016033T","Hwai Hua Sann Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"651","MAL18126043T","Ju Ling Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"652","MAL18116035T","Hwan Shaw Dan Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"653","MAL18106123T","Dah Hwang Muw Dan Pyi Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"654","MAL18126037T","Wu Pi Yin Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"655","MAL18106120T","Ching Shin Lih Ger Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"656","MAL19106093T","Uen Ching Yiin Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"657","MAL19016065T","Tzy In Jiang Huoo Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"658","MAL18106119T","Dang Gui Liu Huang Tang Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"659","MAL18116014T","Yang Hsin Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"660","MAL19026024T","Ger Shiah Jwu Iu Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"661","MAL19036081T","Tyau Jing Wan Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"662","MAL19106092T","Shiang Su San Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"663","MAL19036068T","Sheng Ma Ger Gen Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"664","MAL19016062T","Sheng Yang Yin Extract Granules ""TI","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"665","MAL18106121T","Wuu Wey Shiau Dwu Yin Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"666","MAL19016031T","Tuo Lii Shiau Dwu Yin Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"667","MAL19046030T","Wu Ju Yu Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"668","MAL19056069T","Yih Gan San Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"669","MAL19016032T","Jei Chong Yiin Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"670","MAL18126058T","Jyh Jwo Guh Been Wan Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"671","MAL18126056T","Xin Chair Shiann Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"672","MAL18126040T","Ching Wey San Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"673","MAL19016029T","Shenq Yuh Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"674","MAL19096048T","Bi Xie Fen Qing Yin Extract Granules ""Sun Ten""","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"675","MAL19016068TC","""TIMING"" CHING FANG PAI TU SAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"676","MAL19026031TC","""TIMING"" NEW GUA LOU JYY SHYR TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"677","MAL19016025TC","""TIMING"" GAN MAI DA ZAO TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"678","MAL19046034TC","""TIMING"" TIAO WEI CHENG CHI TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"679","MAL19016024TC","""TIMING"" GUI ZHI JIA LONG GU MU LI TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"680","MAL19036069TC","""TIMING"" PAI TOU WENG TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"681","MAL19026060T","Sann Joong Kuey Jian Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"682","MAL19026062TC","""TIMING"" CHIH SOU SAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"683","MAL19026054TC","""TIMING"" NEW QING BI TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"684","MAL19026055TC","""TIMING"" JING JIE LIAN CIAO TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"685","MAL19016060TC","""TIMING"" NEW PAN HSIA HSIEH HSIN TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"686","MAL19036075TC","""TIMING"" YU CYUAN WAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"687","MAL19036073TC","""TIMING"" NEW ERH CHU TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"688","MAL19046037TC","""TIMING"" NEW FANG FENG TUNG SHENG SAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"689","MAL19016066TC","""TIMING"" TAO HER CHENG CHI TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"690","MAL19016067TC","""TIMING"" HUANG LIEN CHIEH TU TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"691","MAL19026030TC","""TIMING"" NEW CHAI HU JIA LONG GU MU LI TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"692","MAL19026029TC","""TIMING"" NEW PAN HSIA TIEN MA PAI CHU TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"693","MAL19016058TC","""TIMING"" NEW TU HUO CHI SHENG TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"694","MAL19016059TC","""TIMING"" NEW CHING TSAO CHIU FEI TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"695","MAL19026028TC","""TIMING"" YANG YIN CHING FEI TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"696","MAL19026026TC","""TIMING"" KOU TENG SAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"697","MAL19046029TC","""TIMING"" SHAO YAO KAN CAO TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"698","MAL19046088TC","""TIMING"" CHIN SOU KU CHING WAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"699","MAL19026027TC","""TIMING"" NEW TING CHUAN TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"700","MAL19056153TC","""TIMING"" TSANG ERH SAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"701","MAL19046036TC","""TIMING"" NEW TIEN WANG PU HSIN TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"702","MAL19016061TC","""TIMING"" WEN CHING TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"703","MAL19096049TC","""TIMING"" HSENG MAY YIN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"704","MAL19046095TC","""TIMING"" HSIEH PAI SAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"705","MAL19096046TC","""TIMING"" MAI MEN TUNG TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"706","MAL19046085TC","""TIMING"" NEW JUN CHANG WAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"707","MAL19036002HA","TYLOSURE 500MG/G GRANULES","RANGE PHARMA SDN. BHD."
"708","MAL19056060T","""CHUANG SONG ZONG"" Xuan Fu Dai Zhe Shi Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"709","MAL19096075T","""CHUANG SONG ZONG"" Tzy Yinn Jianq Huoo Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"710","MAL19056059T","""CHUANG SONG ZONG"" Chyr Jwo Guh Been Wan Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"711","MAL19116115T","""CHUANG SONG ZONG"" Ching Shin Lian Tzyy Yiin Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"712","MAL19096078T","""CHUANG SONG ZONG"" Nu Ke Bai Zi Ren Wan Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"713","MAL19036071T","Xin Gou Terng San Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"714","MAL19076120TC","''TIMING'' NEW FEI ER BA JHEN GAO EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"715","MAL19076063T","'CHUANG SONG ZONG' Yi Gan San Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"716","MAL19026061TC","SWS 28 NEW LONG DAN XIE GAN TANG EXTRACT GRANULES","SWS 28 MEDICAL SDN BHD"
"717","MAL19056066T","Jenq Guu Tzyy Jin Dan Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"718","MAL19026032T","Tzu Shen Ming Mu Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"719","MAL19056063T","Qi Bao Mei Ran Dan Extract Granules 'C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"720","MAL19076064T","Xiao Jian Zhong Tang Extract Granules 'C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"721","MAL19106094T","Wu Lin San Extract Granules 'C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"722","MAL19076049T","Xin Kuo Chi Yin Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"723","MAL19066030T","Dwu Hwa Jih Sheng Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"724","MAL19096077T","Daw Chyh San Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"725","MAL19056062T","Ba Jeng San Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"726","MAL19086042T","Ba Wey Day Shiah Fang Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"727","MAL19056155T","Ching Shang Jiuan Tono Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"728","MAL19066028T","Chuan Chion Char Tyan San Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"729","MAL19106040T","Ell Jwu Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"730","MAL19036070T","Guei Pyi Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"731","MAL19076052T","Jeou Wey Chiang Hwo Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"732","MAL19076051T","Long Daan Shieh Gan Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"733","MAL19106095T","Xin Mu Hsiang Pin Lang Wan Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"734","MAL19086043T","San Bi Tang Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"735","MAL19076050T","Shiang Sha Lua Jiun Tzyy Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"736","MAL19066029T","Tao Shui Fu Lin Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"737","MAL19056061T","Tsan Su Yiin Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"738","MAL19056154TC","''TIMING'' NEW TZUOO KUEI WAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"739","MAL19036080TC","''TIMING'' NEW DII DANG TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"740","MAL19096050TC","''TIMING'' DA HUANG ZHI SHI SAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"741","MAL19056067TC","''TIMING'' NEW YOW KUEI WAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"742","MAL19126022AZ","PEDIAIR (Montelukast Granules BP 4mg)","UNIMED SDN. BHD."
"743","MAL19076057T","`CHUANG SONG ZONG' Gan Mai Da Zao Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"744","MAL19076128T","'CHUANG SONG ZONG' Xing Su San Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"745","MAL19076129T","'CHUANG SONG ZONG' Qiang Huo Sheng Shi Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"746","MAL19076059T","'CHUANG SONG ZONG' Uan Qi Huo Li Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"747","MAL19106091T","Xin Dang Guei Syh Nih Tang Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"748","MAL19116048T","'CHUANG SONG ZONG' Yue Ju Wan Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"749","MAL19096076T","'CHUANG SONG ZONG' Tuo Li Xiao Du Yin Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"750","MAL19106097T","'CHUANG SONG ZONG' Yi Kuan Jien Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"751","MAL19116087T","'CHUANG SONG ZONG' Si Wu Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"752","MAL19116086T","'CHUANG SONG ZONG' Xin Yeang Shin Tang Concentrated Granules","GREEN HERB BIOTECH SDN. BHD."
"753","MAL20076028ACZ","Uphalexin Granules 125mg/5ml","Duopharma Marketing Sdn. Bhd."
"754","MAL19096047T","Gua Lou Jyy Shtr Tong Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"755","MAL19076060T","Gan Luh Shiau Dwu Dan Extract Granules ""TI""","TIAN I BIOTECH INTERNATIONAL SDN BHD"
"756","MAL19116110TC","B LEGEND POLLEN GRANULES","APB STANDARD SDN. BHD."
"757","MAL19086037T","Huai Hua San Extract Granules ""Sun Ten""","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"758","MAL19086058T","Cang Zhu Extract Granules ""Sun Ten""","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"759","MAL19086032TC","''TIMING'' KO GEN CHING LIEN TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"760","MAL19076130TC","''TIMING'' YU NYU JIAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"761","MAL19076127TC","''TIMING'' HSIAO YAO SAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"762","MAL19076056TC","''TIMING'' PAI HU TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"763","MAL19096058TC","Eastern Healthcare Mas Cotek Extract 250mg Oral Granules","Eastern Healthcare (M) Sdn. Bhd."
"764","MAL19076089TC","Eastern Healthcare Sabah Snake Grass Oral Granules","Eastern Healthcare (M) Sdn. Bhd."
"765","MAL20046154HA","Shihao Chlortetracycline 15% (w/w) Premix Granules","Prima Inter-chem Sdn. Bhd."
"766","MAL20036024T","KO DA CHAI HU JIA LONG GU MU LI TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"767","MAL20016221T","Ko Da Bu Zhong Yi Qi Tang Extract Granules","HENDA NATURAL SDN BHD"
"768","MAL20076087T","KO DA DU HUO JI SHENG TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"769","MAL20016224T","KO DA XIN UEN DAAN TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"770","MAL20076084T","KO DA XIN YI SAN EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"771","MAL20016222T","KO DA SHAO YAO GAN CAO TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"772","MAL20036026T","KO DA CUI ZHI FU LING WAN EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"773","MAL20016225T","KO DA WEI HE LE EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"774","MAL20046028T","KO DA ZHI SOU SAN EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"775","MAL20016223T","Ko Da Shen Ling Bai Zhu San Extract Granules","HENDA NATURAL SDN BHD"
"776","MAL19126107T","KO DA LING GUI ZHU GAN TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"777","MAL20046149X","Mucostop Granules for Oral Solution 600 mg Sachet","MEDISPEC (M) SDN. BHD."
"778","MAL19116099T","Niu Xi (Huai) Granules ""Sun Ten""","SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD."
"779","MAL19086098TC","Eastern Healthcare Orthosiphon Extract 500mg Oral Granules","Eastern Healthcare (M) Sdn. Bhd."
"780","MAL20026035TC","Eastern Healthcare Black Ginger 100mg Oral Granules","Eastern Healthcare (M) Sdn. Bhd."
"781","MAL19106034HA","TYLVALOSURE 625MG/G GRANULES","RANGE PHARMA SDN. BHD."
"782","MAL19116085TC","TIMING LIU JUN TZU TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"783","MAL19106100TC","TIMING NEW HSIAO JIAN ZHONG TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"784","MAL20016199TC","TIMING CHIANG HUO SHENG SHIH TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"785","MAL19126109TC","TIMING HSUAN FU TAI CHE SHIH TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"786","MAL19126111TC","TIMING YU PING FENG SAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"787","MAL20076172T","Han Fang Bao Wei Yao Granules `C.F.T.�","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"788","MAL20076110T","HuashanPai Danqi Extract Granules","ZBT FAR EAST SDN. BHD."
"789","MAL20036029T","KO DA XIAO YAO SAN EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"790","MAL20066139T","KO DA REN SHEN YANG RONG TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"791","MAL20066120T","KO DA QING ZAO JIU FEI TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"792","MAL20026144T","KO DA YU PING FENG SAN EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"793","MAL20086075T","Ko Da Dang Guei Syh Nih Tang Extract Granules","HENDA NATURAL SDN BHD"
"794","MAL20076081T","KO DA TIAN WANG BU XIN DAN EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"795","MAL20056032T","KO DA LONG DAN XIE GAN TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"796","MAL20036025T","KO DA BAO HER WAN EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"797","MAL20046029T","KO DA HWANG CHYI WUU WUH TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"798","MAL20076080T","KO DA XIN PU JI XIAO DU YIN EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"799","MAL20066136T","KO DA TIAN MA GOU TERNG YIIN EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"800","MAL20086073T","Ko Da Gan Luh Shiau Dwu Dan Extract Granules","HENDA NATURAL SDN BHD"
"801","MAL20016226T","KO DA XIAO JIAN ZHONG TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"802","MAL20036022T","KO DA WEN JING TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"803","MAL20066140T","KO DA Xin Shian Fang Hwa Ming Yiin Extract Granules","HENDA NATURAL SDN BHD"
"804","MAL20066141T","KO DA GUI PI TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"805","MAL20126024X","FLUIMUCIL A-600 GRANULES","EP PLUS GROUP SDN. BHD."
"806","MAL20076085T","KO DA SI JUN ZI TANG EXTRACT GRANULES","HENDA NATURAL SDN BHD"
"807","MAL19126061TC","""TIMING"" SU CHUN TZU TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"808","MAL20016200TC","TIMING NEW KAN LU HSIAO DU YIN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"809","MAL20026016TC","TIMING BAI HE GU JIN TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"810","MAL20026137TC","""TIMING"" NEW PU JI HSIAO TU YIN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"811","MAL20076071T","Xiao Feng Sang Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"812","MAL20076072T","Qing Shang Fang Feng Tang Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"813","MAL20056026T","Qing Xin Li Ge Tang Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"814","MAL20066135T","Jing Jie Lian Qiao Tang Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"815","MAL20056028T","Huang Lian Jie Du Tang Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"816","MAL20076082T","Long Dan Xie Gan Tang Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"817","MAL20076075T","Ko Da Tao Hong Si Wu Tang Extract Granules","HENDA NATURAL SDN BHD"
"818","MAL20086077T","Ko Da Jing Fang Bai Du San Extract Granules","HENDA NATURAL SDN BHD"
"819","MAL20086076T","Ko Da Shen Tong Zhu Yu Tang Extract Granules","HENDA NATURAL SDN BHD"
"820","MAL20096105T","Taiji Tongmai Granules","NANG HIN MEDICAL SDN. BHD."
"821","MAL20066107T","KPC HERBS ZI CAO GEN MU LI TANG CONCENTRATED GRANULES","KPM PRODUCTS SDN BHD"
"822","MAL20046010N","Vitalita B-Complex Plus C & Minerals Effervescent Granules (Orange Flavour)","WINWA MEDICAL SDN. BHD."
"823","MAL20066105TC","""TIMING"" TIAN MA GOU TENG YIN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"824","MAL20046030TC","""TIMING"" NEW SHA SHEN MAI DONG TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"825","MAL20066104TC","""TIMING"" NEW QING QI HUA TAN WAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"826","MAL20086079TC","""TIMING"" WU WEI HSIAO DU YIN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"827","MAL19126049N","Vitalita Vitamin C 250mg Plus Zinc Effervescent Granules (Orange Flavour)","WINWA MEDICAL SDN. BHD."
"828","MAL19116083N","Vitalita Vitamin C 1000mg Plus Zinc Effervescent Granules (Orange Flavour)","WINWA MEDICAL SDN. BHD."
"829","MAL20026114N","Vitalita Calcium Plus Vitamin C Effervescent Granules (Orange Flavour)","WINWA MEDICAL SDN. BHD."
"830","MAL20106073TC","""TIMING"" NEW XIAN FANG HUO MING YIN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"831","MAL20066129TC","""TIMING"" NEW SHAO FU ZHU YU TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"832","MAL20056025TC","""TIMING"" NEW BA ZHENG SAN EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"833","MAL20056027TC","""TIMING"" BA ZHEN TANG EXTRACT GRANULES","Timing Herbs Sdn Bhd"
"834","MAL20096074T","Zhi Zhuo Gu Ben Wan Extract Granules 'C.F.T.'","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"835","MAL20076083T","KPC HERBS HUAI HUA SAN CONCENTRATED GRANULES","KPM PRODUCTS SDN BHD"
"836","MAL20086074T","KPC HERBS SHANG KE FU YUAN HUO XUE TANG CONCENTRATED GRANULES","KPM PRODUCTS SDN BHD"
"837","MAL20096075T","KPC HERBS ZHEN REN HUO MING YIN CONCENTRATED GRANULES","KPM PRODUCTS SDN BHD"
"838","MAL20096072T","KPC HERBS YANG XIN TANG CONCENTRATED GRANULES","KPM PRODUCTS SDN BHD"
"839","MAL20096073T","KPC HERBS GOU TENG SAN CONCENTRATED GRANULES","KPM PRODUCTS SDN BHD"
"840","MAL20076063HA","MOXIFEED 500G/KG GRANULES","RANGE PHARMA SDN. BHD."
"841","MAL20086030NC","OXITHION L-GLUTATHIONE 250 mg ORAL GRANULES","ARDENCE PHARMA SDN BHD"
"842","MAL20126067T","Xiang Sha Liu Jun Zi Tang Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"843","MAL20116040T","San Zhong Kui Jian Tang Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"844","MAL20106070T","Ban Xia Tian Ma Bai Zhu Tang Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"845","MAL20126073T","Yu Quan Wan Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"846","MAL20116042T","Huang Lian Tang Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"847","MAL20116041T","Wen Qing Yin Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"848","MAL20106071T","Xing Su San Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"849","MAL20106075T","Yin Chen Hao Tang Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"850","MAL20126074T","Wu Zhu Yu Yang Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"851","MAL20116038T","Zhi Sou San Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"852","MAL20126064T","Tao Ren Cheng Qi Tang Extract Granules ""C.F.T.""","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"853","MAL20116039T","Zi Yin Di Huang Wan Extract Granules `C.F.T.�","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"854","MAL21016068T","Ko Da Liu Jun Zi Tang Extract Granules","HENDA NATURAL SDN BHD"
"855","MAL20126025XC","Citral SODA Effervescent Granules","AVETECH HEALTHCARE SDN. BHD."
"856","MAL20126072T","Qiong Gui Jiao Ai Tang Extract Granules `C.F.T.�","CHUAN FENG TANG PHARMACEUTICAL (M) SDN BHD"
"857","MAL20126068T","Ko Da Qing Fei Tang Extract Granules","HENDA NATURAL SDN BHD"
"858","MAL21036083T","KO DA GAN LU YIN Extract Granules","HENDA NATURAL SDN BHD"
"859","MAL22026005AZ","ERYTHROMED GRANULES 200 (Erythromycin 200mg/5ml Granules for Oral Suspension)","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"860","MAL22026006AZ","ERYTHROMED GRANULES 400 (Erythromycin 400mg/5ml Granules for Oral Suspension)","KCK PHARMACEUTICAL INDUSTRIES SDN. BHD."
"861","MAL21076064T","Yangtze River Pharmaceutical Group Gasty Wei Su Ke Li Granules","YANGTZE JIANG PHARMA SDN. BHD."
"862","MAL21116083T","XIN HWANG LIAN TANG EXTRACT GRANULES ""SHENG FOONG""","TIANYI SEM MARKETING"
"863","MAL21096062T","XIN CHAUR HWU GUEY JY GAN JIANG TANG EXTRACT GRANULES ""SHENG FOONG""","TIANYI SEM MARKETING"
"864","MAL21066095TC","LIONBALL XIAOCHAIHU GRANULES","NANG HIN MEDICAL SDN. BHD."
"865","MAL22046033X","URISOL EFFERVESCENT GRANULES IN SACHET","HEALOL PHARMACEUTICALS SDN. BHD."
"866","MAL21096018HA","QUINOFEED 200G/KG GRANULES","RANGE PHARMA SDN. BHD."
